dwc:catalogNumber,dwc:ownerInstitutionCode,dwc:collectionCode,dwc:otherCatalogNumbers,dwc:individualCount,dcw:verbatimLabel,dwc:preparations,ABCD:KindOfUnit,dwc:sex,dwc:lifeStage,dwc:scientificName,dwc:taxonRank,dwc:typeStatus,dwc:vernacularName,dwc:previousIdentifications,dwc:eventDate_from,dwc:eventDate_to,dwc:recordedBy_collector,dwc:continent,dwc:countryCode,dwc:country,dwc:locality,dwc:decimalLongitude,dwc:decimalLatitude,dwc:coordinateUncertaintyInMeters,Spectrum:acquisitionMethod,Spectrum:acquisitionSource,Spectrum:acquisitionDate,dwc_ExtensionSimpleMultimedia:identifier,dwc_ExtensionSimpleMultimedia:rightsHolder,dwc_ExtensionSimpleMultimedia:license
MUD000341,KU Leuven,Museum of Zoology,467,1,"467<br/>Koperwiek<br/>turdus iliacus<br/>ad ♂<br/>Rijkevoorsel<br/>kleurafwijking<br/>Koperwiek<br/>♂<br/>kleurafwijking","mounted: mounted skin",complete specimen,male,adult,"Turdus iliacus Linnaeus, 1758",species,not applicable,Redwing,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17216737/stream"" target=""_url_details"">https://resolver.libis.be/FL17216737/stream</a>; <a href=""https://resolver.libis.be/FL17216738/stream"" target=""_url_details"">https://resolver.libis.be/FL17216738/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000342,KU Leuven,Museum of Zoology,755,1,"755<br/>Vale lijster<br/>turdus obscurus<br/>ad<br/>♂","mounted: mounted skin",complete specimen,male,adult,"Turdus obscurus Gmelin, 1789",species,not applicable,Eyebrowed Thrush,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17216749/stream"" target=""_url_details"">https://resolver.libis.be/FL17216749/stream</a>; <a href=""https://resolver.libis.be/FL17216750/stream"" target=""_url_details"">https://resolver.libis.be/FL17216750/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000343,KU Leuven,Museum of Zoology,546,1,"546<br/>Vale lijster<br/>turdus obscurus<br/>ad<br/>♂","mounted: mounted skin",complete specimen,male,adult,"Turdus obscurus Gmelin, 1789",species,not applicable,Eyebrowed Thrush,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17216761/stream"" target=""_url_details"">https://resolver.libis.be/FL17216761/stream</a>; <a href=""https://resolver.libis.be/FL17216762/stream"" target=""_url_details"">https://resolver.libis.be/FL17216762/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000344,KU Leuven,Museum of Zoology,217,1,"217<br/>Koperwiek<br/>turdus iliacus<br/>ad.<br/>Koperwiek","mounted: mounted skin",complete specimen,,adult,"Turdus iliacus Linnaeus, 1758",species,not applicable,Redwing,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17216773/stream"" target=""_url_details"">https://resolver.libis.be/FL17216773/stream</a>; <a href=""https://resolver.libis.be/FL17216774/stream"" target=""_url_details"">https://resolver.libis.be/FL17216774/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000345,KU Leuven,Museum of Zoology,1057,1,"1057<br/>Bruine Lijster<br/>turdus naumanni eunomus<br/>ad<br/>♂<br/>lente","mounted: mounted skin",complete specimen,male,adult,"Turdus eunomus Temminck, 1831",species,not applicable,Dusky Thrush,turdus naumanni eunomus,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17216785/stream"" target=""_url_details"">https://resolver.libis.be/FL17216785/stream</a>; <a href=""https://resolver.libis.be/FL17216786/stream"" target=""_url_details"">https://resolver.libis.be/FL17216786/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000346,KU Leuven,Museum of Zoology,1144,1,"1144<br/>Koperwiek<br/>turdus mucicus<br/>ad ♂<br/>Beerse<br/>november<br/>MAN","mounted: mounted skin",complete specimen,male,adult,"Turdus iliacus Linnaeus, 1758",species,not applicable,Redwing,Turdus mucicus,,,,Europe,BE,Belgium,"Flanders, Antwerp Province, Arrondissement of Turnhout, Beerse",,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17216797/stream"" target=""_url_details"">https://resolver.libis.be/FL17216797/stream</a>; <a href=""https://resolver.libis.be/FL17216798/stream"" target=""_url_details"">https://resolver.libis.be/FL17216798/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000347,KU Leuven,Museum of Zoology,1024,1,"1024<br/>Bruine Lijster<br/>turdus naumanni eunomus<br/>ad<br/>♀ ?!!","mounted: mounted skin",complete specimen,female,adult,"Turdus eunomus Temminck, 1831",species,not applicable,Dusky Thrush,turdus naumanni eunomus,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17216809/stream"" target=""_url_details"">https://resolver.libis.be/FL17216809/stream</a>; <a href=""https://resolver.libis.be/FL17216810/stream"" target=""_url_details"">https://resolver.libis.be/FL17216810/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000348,KU Leuven,Museum of Zoology,523,1,"523<br/>Kramsvogel<br/>turdus pilaris<br/>ad ♀<br/>Rijkevorsel<br/>PoP","mounted: mounted skin",complete specimen,female,adult,"Turdus pilaris Linnaeus, 1758",species,not applicable,Fieldfare,,,,,Europe,BE,Belgium,"Flanders, Antwerp Province, Arrondissement of Turnhout, Rijkevorsel",,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17216821/stream"" target=""_url_details"">https://resolver.libis.be/FL17216821/stream</a>; <a href=""https://resolver.libis.be/FL17216822/stream"" target=""_url_details"">https://resolver.libis.be/FL17216822/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000349,KU Leuven,Museum of Zoology,216,1,"216<br/>Kramsvogel<br/>turdus pilaris<br/>ad.<br/>Kramsvogel of Tjakslijster","mounted: mounted skin",complete specimen,,adult,"Turdus pilaris Linnaeus, 1758",species,not applicable,Fieldfare,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17216833/stream"" target=""_url_details"">https://resolver.libis.be/FL17216833/stream</a>; <a href=""https://resolver.libis.be/FL17216834/stream"" target=""_url_details"">https://resolver.libis.be/FL17216834/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000350,KU Leuven,Museum of Zoology,1050,1,"1050<br/>Goudlijster<br/>turdus dauma<br/>ad<br/>♀<br/>Denemarken","mounted: mounted skin",complete specimen,female,adult,"Zoothera aurea (Holandre, 1825)",species,not applicable,"White's Thrush",Turdus dauma,,,,Europe,DK,Denmark,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17216845/stream"" target=""_url_details"">https://resolver.libis.be/FL17216845/stream</a>; <a href=""https://resolver.libis.be/FL17216846/stream"" target=""_url_details"">https://resolver.libis.be/FL17216846/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000351,KU Leuven,Museum of Zoology,522,1,"522<br/>Kramsvogel<br/>turdus pilaris<br/>ad.<br/>Rijkevorsel<br/>Kramsvogel","mounted: mounted skin",complete specimen,,adult,"Turdus pilaris Linnaeus, 1758",species,not applicable,Fieldfare,,,,,Europe,BE,Belgium,"Flanders, Antwerp Province, Arrondissement of Turnhout, Rijkevorsel",,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17216857/stream"" target=""_url_details"">https://resolver.libis.be/FL17216857/stream</a>; <a href=""https://resolver.libis.be/FL17216858/stream"" target=""_url_details"">https://resolver.libis.be/FL17216858/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000352,KU Leuven,Museum of Zoology,1043,1,"1043<br/>Siberische lijster<br/>turdus sibiricus<br/>ad<br/>♂","mounted: mounted skin",complete specimen,male,adult,"Geokichla sibirica (Pallas, 1776)",species,not applicable,Siberian Thrush,turdus sibiricus,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17216869/stream"" target=""_url_details"">https://resolver.libis.be/FL17216869/stream</a>; <a href=""https://resolver.libis.be/FL17216870/stream"" target=""_url_details"">https://resolver.libis.be/FL17216870/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000353,KU Leuven,Museum of Zoology,1142,1,"1142<br/>Zanglijster<br/>turdus philomelos<br/>ad<br/>♀<br/>november<br/>Beerse","mounted: mounted skin",complete specimen,female,adult,"Turdus philomelos C. L. Brehm, 1831",species,not applicable,Song Thrush,,,,,Europe,BE,Belgium,"Flanders, Antwerp Province, Arrondissement of Turnhout, Beerse",,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17216881/stream"" target=""_url_details"">https://resolver.libis.be/FL17216881/stream</a>; <a href=""https://resolver.libis.be/FL17216882/stream"" target=""_url_details"">https://resolver.libis.be/FL17216882/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000354,KU Leuven,Museum of Zoology,1181,1,"1181<br/>Beflijster<br/>turdus torquatus<br/>ad ♀<br/>najaar","mounted: mounted skin",complete specimen,female,adult,"Turdus torquatus Linnaeus, 1758",species,not applicable,Ring Ouzel,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17216893/stream"" target=""_url_details"">https://resolver.libis.be/FL17216893/stream</a>; <a href=""https://resolver.libis.be/FL17216894/stream"" target=""_url_details"">https://resolver.libis.be/FL17216894/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000355,KU Leuven,Museum of Zoology,614,1,"614<br/>Zanglijster<br/>turdus philomelos","mounted: mounted skin",complete specimen,,,"Turdus philomelos C. L. Brehm, 1831",species,not applicable,Song Thrush,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17216905/stream"" target=""_url_details"">https://resolver.libis.be/FL17216905/stream</a>; <a href=""https://resolver.libis.be/FL17216906/stream"" target=""_url_details"">https://resolver.libis.be/FL17216906/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000356,KU Leuven,Museum of Zoology,1011189169,1,"1011<br/>Beflijster<br/>turdus torquatus<br/>ad ♂<br/>mei<br/>189169<br/>Ringdrossel<br/>Turdus torquatus<br/>10.05.85<br/>Kristianssand Norway<br/>Konservtor THORKIL DUCH, Sct. Laurentiivej 14 - Skagen - 08 44 37 25","mounted: mounted skin",complete specimen,male,adult,"Turdus torquatus Linnaeus, 1758",species,not applicable,Ring Ouzel,,May 10 1985,,,Europe,NO,Norway,"Agder, Kristiansand",,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17216919/stream"" target=""_url_details"">https://resolver.libis.be/FL17216919/stream</a>; <a href=""https://resolver.libis.be/FL17216920/stream"" target=""_url_details"">https://resolver.libis.be/FL17216920/stream</a>; <a href=""https://resolver.libis.be/FL17216921/stream"" target=""_url_details"">https://resolver.libis.be/FL17216921/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000357,KU Leuven,Museum of Zoology,215,1,"215<br/>Zanglijster<br/>turdus philomelos","mounted: mounted skin",complete specimen,,adult,"Turdus philomelos C. L. Brehm, 1831",species,not applicable,Song Thrush,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17216932/stream"" target=""_url_details"">https://resolver.libis.be/FL17216932/stream</a>; <a href=""https://resolver.libis.be/FL17216933/stream"" target=""_url_details"">https://resolver.libis.be/FL17216933/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000358,KU Leuven,Museum of Zoology,205,1,"205<br/>Beflijster<br/>turdus torquatus<br/>♂<br/>Beflijster<br/>Beflijster<br/>♂<br/>Houding wat dik","mounted: mounted skin",complete specimen,male,,"Turdus torquatus Linnaeus, 1758",species,not applicable,Ring Ouzel,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17216944/stream"" target=""_url_details"">https://resolver.libis.be/FL17216944/stream</a>; <a href=""https://resolver.libis.be/FL17216945/stream"" target=""_url_details"">https://resolver.libis.be/FL17216945/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000359,KU Leuven,Museum of Zoology,206,1,"206<br/>Beflijster<br/>turdus torquatus<br/>♂<br/>Vinnige houding","mounted: mounted skin",complete specimen,male,,"Turdus torquatus Linnaeus, 1758",species,not applicable,Ring Ouzel,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17216956/stream"" target=""_url_details"">https://resolver.libis.be/FL17216956/stream</a>; <a href=""https://resolver.libis.be/FL17216957/stream"" target=""_url_details"">https://resolver.libis.be/FL17216957/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000360,KU Leuven,Museum of Zoology,219,1,"219<br/>Merel<br/>turdus merula<br/>ad<br/>♀","mounted: mounted skin",complete specimen,female,adult,"Turdus merula Linnaeus, 1758",species,not applicable,Common Blackbird,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17216968/stream"" target=""_url_details"">https://resolver.libis.be/FL17216968/stream</a>; <a href=""https://resolver.libis.be/FL17216969/stream"" target=""_url_details"">https://resolver.libis.be/FL17216969/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000361,KU Leuven,Museum of Zoology,1086,1,"1086<br/>Merel<br/>turdus merula<br/>juv","mounted: mounted skin",complete specimen,,juvenile,"Turdus merula Linnaeus, 1758",species,not applicable,Common Blackbird,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17216980/stream"" target=""_url_details"">https://resolver.libis.be/FL17216980/stream</a>; <a href=""https://resolver.libis.be/FL17216981/stream"" target=""_url_details"">https://resolver.libis.be/FL17216981/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000362,KU Leuven,Museum of Zoology,1109,1,"1109<br/>Merel<br/>turdus merula<br/>ad","mounted: mounted skin",complete specimen,male,adult,"Turdus merula Linnaeus, 1758",species,not applicable,Common Blackbird,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17216992/stream"" target=""_url_details"">https://resolver.libis.be/FL17216992/stream</a>; <a href=""https://resolver.libis.be/FL17216993/stream"" target=""_url_details"">https://resolver.libis.be/FL17216993/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000363,KU Leuven,Museum of Zoology,970,1,"970<br/>Merel<br/>turdus merula<br/>ad<br/>♀","mounted: mounted skin",complete specimen,female,adult,"Turdus merula Linnaeus, 1758",species,not applicable,Common Blackbird,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17217004/stream"" target=""_url_details"">https://resolver.libis.be/FL17217004/stream</a>; <a href=""https://resolver.libis.be/FL17217005/stream"" target=""_url_details"">https://resolver.libis.be/FL17217005/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000364,KU Leuven,Museum of Zoology,1025,1,"1025<br/>Grote Karekiet<br/>acrocephalus arundinaceus<br/>ad","mounted: mounted skin",complete specimen,,adult,"Acrocephalus arundinaceus (Linnaeus, 1758)",species,not applicable,Great Reed Warbler,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17217016/stream"" target=""_url_details"">https://resolver.libis.be/FL17217016/stream</a>; <a href=""https://resolver.libis.be/FL17217017/stream"" target=""_url_details"">https://resolver.libis.be/FL17217017/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000365,KU Leuven,Museum of Zoology,989,1,"989<br/>Merel<br/>ad<br/>turdus merula<br/>♂<br/>lente","mounted: mounted skin",complete specimen,male,adult,"Turdus merula Linnaeus, 1758",species,not applicable,Common Blackbird,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17217028/stream"" target=""_url_details"">https://resolver.libis.be/FL17217028/stream</a>; <a href=""https://resolver.libis.be/FL17217029/stream"" target=""_url_details"">https://resolver.libis.be/FL17217029/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000366,KU Leuven,Museum of Zoology,454,1,"454<br/>Grote karekiet<br/>acrocephalus arundinaceus<br/>ad ♂<br/>mei<br/>Rijkevorsel.<br/>grote karekiet<br/>adult ♂<br/>mei<br/>Rijkevorsel","mounted: mounted skin",complete specimen,male,adult,"Acrocephalus arundinaceus (Linnaeus, 1758)",species,not applicable,Great Reed Warbler,,,,,Europe,BE,Belgium,"Flanders, Antwerp Province, Arrondissement of Turnhout, Rijkevorsel",,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17217040/stream"" target=""_url_details"">https://resolver.libis.be/FL17217040/stream</a>; <a href=""https://resolver.libis.be/FL17217041/stream"" target=""_url_details"">https://resolver.libis.be/FL17217041/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000367,KU Leuven,Museum of Zoology,595,1,"595<br/>Kleine Karekiet <br/>acrocephalus scirpaceus<br/>ad ♀<br/>begin juni<br/>♀","mounted: mounted skin",complete specimen,female,adult,"Acrocephalus scirpaceus (Hermann, 1804)",species,not applicable,Eurasian Reed Warbler,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17217050/stream"" target=""_url_details"">https://resolver.libis.be/FL17217050/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000368,KU Leuven,Museum of Zoology,1052,1,"1052<br/>Temmincks rietzanger<br/>Locustella lanceolata<br/>ad<br/>♀<br/>Spanje ?!","mounted: mounted skin",complete specimen,female,adult,"Locustella lanceolata (Temminck, 1840)",species,not applicable,Lanceolated Warbler,,,,,Europe,ES,Spain,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17217061/stream"" target=""_url_details"">https://resolver.libis.be/FL17217061/stream</a>; <a href=""https://resolver.libis.be/FL17217062/stream"" target=""_url_details"">https://resolver.libis.be/FL17217062/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD000369,KU Leuven,Museum of Zoology,322,1,"322<br/>Kleine Karekiet <br/>acrocephalus scirpaceus<br/>ad ♂<br/>mei<br/>Rijkevorsel<br/>kleine karekiet<br/>♂<br/>volwassen<br/>mei<br/>66","mounted: mounted skin",complete specimen,male,adult,"Acrocephalus scirpaceus (Hermann, 1804)",species,not applicable,Eurasian Reed Warbler,,,,,Europe,BE,Belgium,"Flanders, Antwerp Province, Arrondissement of Turnhout, Rijkevorsel",,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17217073/stream"" target=""_url_details"">https://resolver.libis.be/FL17217073/stream</a>; <a href=""https://resolver.libis.be/FL17217074/stream"" target=""_url_details"">https://resolver.libis.be/FL17217074/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
